Datetime,retweetCount,Text,Username,Keywords,truthfulness
2021-02-27 23:22:06+00:00,62,"The U.S. authorized Johnson &amp; Johnson's one-shot Covid-19 vaccine, people familiar with the matter said. The company expects to ship four million doses right away. https://t.co/eZSmoUQYLL",WSJ,[],0
2021-02-27 23:00:12+00:00,10,Here’s advice from doctors involved in the Covid-19 vaccine rollout on how to prepare for the shot and what to expect https://t.co/G2j7FSCB5M,WSJ,[],0
2021-02-27 21:45:07+00:00,42,WHO-backed facility Covax is the world’s main effort to get Covid-19 vaccines to developing nations. Here's what we know about the program. https://t.co/Ywj3vT45JS,WSJ,[],0
2021-02-27 17:30:11+00:00,42,President Biden urged the Senate to take quick action after the House passed his $1.9 trillion Covid-19 relief package https://t.co/lgSYlNMuwJ,WSJ,[],0
2021-02-27 16:00:10+00:00,15,A setback for Democrats in the Senate in their effort to raise the federal minimum wage as part of Covid-19 relief is pushing the party to look for other ways to deliver on one of President Biden’s core campaign promises https://t.co/VymSRQ0maj,WSJ,[],0
2021-02-27 14:30:11+00:00,27,"A Covid-19 vaccine in testing could have big advantages over other shots. It would be a major turnaround for Novavax, a company that just a year ago was struggling to survive. https://t.co/kwABRjVmjz",WSJ,[],0
2021-02-27 13:00:16+00:00,79,Pfizer and BioNTech started human studies to determine whether giving a third dose of their Covid-19 vaccine would increase its effectiveness against new strains https://t.co/6rGeEqN6z3,WSJ,[],0
2021-02-27 11:20:06+00:00,42,"Should you need proof of a Covid-19 vaccination to go to offices, bars and events? Some nations say yes, which is raising concerns https://t.co/EZXVRPXHaG",WSJ,[],0
2021-02-27 07:20:03+00:00,34,"The House passed a $1.9 trillion Covid-19 relief package, as Democrats faced intraparty rifts over the future of a worker-pay increase https://t.co/PrINPw6HRF",WSJ,[],0
2021-02-27 03:45:02+00:00,10,How many Americans plan to get a Covid-19 vaccine? The answer might depend on how you ask the question.  https://t.co/kv1KT2RrgF,WSJ,[],0
2021-02-27 03:15:08+00:00,56,"From @WSJopinion: Is it any wonder people are hesitant to take the Covid-19 vaccine when President Biden and his allies spent 2020 stoking fear for political reasons, asks Joel Zinberg https://t.co/JTCTTN67C5",WSJ,[],0
2021-02-27 02:30:04+00:00,25,"Should you need proof of a Covid-19 vaccination to go to offices, bars and events? Some nations say yes. https://t.co/h9UTVf9A6y",WSJ,[],0
2021-02-26 22:23:58+00:00,56,Johnson &amp; Johnson's single-shot Covid-19 vaccine was recommended for authorization by an FDA panel. The agency is expected to clear it for broad use within days. https://t.co/AlTboTOSf6,WSJ,[],0
2021-02-26 20:15:07+00:00,26,"Black adults under age 40 are the most likely group to say they “definitely won’t” get the Covid-19 vaccine, more than double the response rate of white and Hispanic respondents who are the same age, according to national survey data https://t.co/VIgwSlkAIK",WSJ,[],0
2021-02-26 19:45:04+00:00,33,"Covid-19 deaths in U.S. nursing homes are plummeting, a trend medical researchers attribute to the 4.5 million vaccinations given to residents and staff at these facilities https://t.co/bjpON3vrv7",WSJ,[],0
2021-02-26 17:21:07+00:00,86,New York Gov. Andrew Cuomo is facing some of the boldest criticism he has encountered from fellow Democrats in the wake of a sexual-harassment accusation against him amid ongoing federal probes into Covid-19 deaths in the state’s nursing homes https://t.co/gcuPj2A2xs,WSJ,[],0
2021-02-26 17:00:07+00:00,14,The House was on course to narrowly pass a $1.9 trillion Covid-19 aid bill Friday as Democrats moved to pull together an alternative plan to lift workers’ wages after the Senate parliamentarian ruled out a minimum-wage increase https://t.co/SytpqtzzWH,WSJ,[],0
2021-02-26 15:49:01+00:00,11,New York City Schools Chancellor Richard Carranza will leave his post in March as education officials work to reopen some public schools that have remained closed for most of the past year because of the Covid-19 pandemic https://t.co/OOQF67p4eu,WSJ,[],0
2021-02-26 15:00:20+00:00,16,"Should you need proof of a Covid-19 vaccination to go to offices, bars and events? Some nations say yes. https://t.co/I7BpruR68t",WSJ,[],0
2021-02-26 14:30:11+00:00,38,"Black adults under age 40 are the most likely group to say they “definitely won’t” get the Covid-19 vaccine, more than double the response rate of white and Hispanic respondents who are the same age, according to national survey data https://t.co/FVjB9nUs1U https://t.co/eKEKnmeuwg",WSJ,[],0
2021-02-26 13:54:29+00:00,35,"Canada’s largest pension fund said it has accepted the resignation of Chief Executive Mark Machin, a day after the Journal reported he had traveled to the U.A.E. and received a Covid-19 vaccination there https://t.co/pnA1WvbjaB",WSJ,[],0
2021-02-26 13:00:06+00:00,14,How many Americans plan to get a Covid-19 vaccine? The answer might depend on how you ask the question.  https://t.co/7PEqUz94Oq,WSJ,[],0
2021-02-26 11:45:05+00:00,32,"WHO investigators are interested in a second Wuhan market, after the man identified as Covid-19’s patient zero said his parents shopped there https://t.co/YQIH4Qpxvx",WSJ,[],0
2021-02-26 11:15:07+00:00,23,"An all-day meeting, which will provide the FDA with the perspective of outside experts, is the last step before the agency decides whether to authorize the single-dose J&amp;J Covid-19 vaccine https://t.co/CsmJCK300U",WSJ,[],0
2021-02-26 06:00:16+00:00,20,"Mark Machin, head of Canada’s largest pension fund, got a Covid-19 vaccine shot in the Middle East, according to people familiar with the matter, ahead of millions of Canadians waiting on one of the Western world’s slowest rollouts https://t.co/F6gGcpuHBK",WSJ,[],0
2021-02-26 01:15:08+00:00,8,"New York's health commissioner defended the state’s response to the pandemic and its decisions around nursing homes, saying the urgency and deadly nature of Covid-19 “meant decisions had to be made more quickly than the science was evolving” https://t.co/jabMdAv72S",WSJ,[],0
2021-02-25 23:57:18+00:00,50,"Career Changers & Seeking New Opportunities If you are considering a new path but unsure how to get there, you will get expert advice on how to plan the next chapter in your career, from upskilling to retro-fitting the experience you already have.

Students, New Graduates & College Faculty First-time job seekers or leaders helping students transition from campus to career will learn the sectors that are in hiring mode, how to build a resume that resonates and stand out in the algorithms. You’ll take away a practical playbook of everything you need to succeed in the search.",WSJ,"['youll', 'stand', 'unsure', 'summit', 'upskilling', 'jobs', 'seeking', 'students', 'transition', 'seekers', 'wsj', 'career', 'succeed']",0
2021-02-25 22:35:06+00:00,38,President Biden on Thursday marked the 50 millionth Covid-19 vaccine dose to be administered since he took office. The administration is on track to exceed its goal of 100 million shots given during Biden's first 100 days in office. https://t.co/4hlgZ1e6as,WSJ,[],0
2021-02-25 22:15:04+00:00,47,"The legacy of the notorious Tuskegee experiment has stoked distrust in healthcare and the Covid-19 vaccine among the Alabama town’s mostly Black residents, who are particularly vulnerable to infection. “I don’t think it’s a good vaccine.” https://t.co/lMJL4kmsoH https://t.co/PbYsreTanB",WSJ,[],0
2021-02-25 20:30:00+00:00,8,"Some companies plan to help with the rollout, others offer transportation or incentives to get the Covid-19 vaccine to their employees, @KathrynDill reports #WSJWhatsNow https://t.co/xOTy2A0WCK https://t.co/vpGNlBNJio",WSJ,[],0
2021-02-25 18:45:04+00:00,35,Moderna said it could generate more than $18 billion in sales this year for its Covid-19 vaccine. The company expects to manufacture between 700 million and one billion doses in 2021 for global use. https://t.co/rGZCzduwM0,WSJ,[],0
